Type,x,y,text,ID
LOC,253742.2159,776828.2088,[LOC_00026],15798
LOC,257444.7665,775807.1122,[LOC_00027],15799
LOC,258680.5428,776514.1232,[LOC_00028],15800
LOC,259376.5269,774716.7087,[LOC_00029],15801
LOC,254813.9237,779680.3646,[LOC_00030],15802
LOC,257267.8605,783026.0688,[LOC_00031],15803
LOC,253793.5911,781157.1716,[LOC_00032],15804
LOC,256097.9581,778105.3874,[LOC_00033],15805
LOC,257761.5289,775619.9377,[LOC_00034],15806
LOC,256895.0296,779016.692,[LOC_00035],15807
LOC,257266.7884,775400.5181,[LOC_00036],15808
LOC,257621.4559,778798.1847,[LOC_00037],15809
LOC,257580.5751,777534.9039,[LOC_00038],15810
LOC,259617.3114,777597.151,[LOC_00039],15811
LOC,254459.2653,778455.5467,[LOC_00040],15812
LOC,257943.0967,778892.4493,[LOC_00041],15813
LOC,257505.0609,779117.2047,[LOC_00042],15814
LOC,260656.0704,779123.2727,[LOC_00043],15815
LOC,260218.0795,783001.8212,[LOC_00044],15816
LOC,258085.1263,777383.6456,[LOC_00045],15817
LOC,259997.8881,777079.4957,[LOC_00046],15818
LOC,260165.4366,777061.7406,[LOC_00047],15819
LOC,254320.4578,784097.5763,[LOC_00048],15820
LOC,254018.929,784125.3264,[LOC_00049],15821
LOC,261207.8869,781647.387,[LOC_00050],15822
LOC,258420.648,775381.3136,[LOC_00051],15823
LOC,260851.5219,783377.3435,[LOC_00052],15824
LOC,256640.5853,778579.0308,[LOC_00053],15825
LOC,259312.9703,780871.1688,[LOC_00054],15826
LOC,254755.4963,784362.1873,[LOC_00055],15827
LOC,257266.0114,777895.1678,[LOC_00056],15828
LOC,261163.578,785282.2146,[LOC_00057],15829
LOC,260961.9341,785735.9887,[LOC_00058],15830
LOC,257172.1421,774992.6746,[LOC_00059],15831
LOC,261340.7361,777070.9903,[LOC_00060],15832
LOC,254959.3985,774834.7133,[LOC_00061],15833
LOC,257438.8835,783373.0202,[LOC_00062],15834
LOC,254690.3247,778420.8119,[LOC_00063],15835
LOC,257285.939,779650.5878,[LOC_00064],15836
LOC,256890.1317,779840.5254,[LOC_00065],15837
LOC,255973.8172,782422.8196,[LOC_00066],15838
LOC,256211.9288,782581.6295,[LOC_00067],15839
LOC,256057.713,776554.1135,[LOC_00068],15840
LOC,255663.5734,776879.9648,[LOC_00069],15841
LOC,260679.7921,783657.6492,[LOC_00070],15842
LOC,253535.9014,780572.1973,[LOC_00071],15843
LOC,253774.1304,780489.8795,[LOC_00072],15844
LOC,253959.859,781884.9836,[LOC_00073],15845
LOC,258610.0029,782800.1857,[LOC_00074],15846
LOC,258621.2172,782592.2685,[LOC_00075],15847
LOC,257138.7941,781768.0907,[LOC_00076],15848
LOC,257126.1852,781474.9967,[LOC_00077],15849
LOC,257719.0591,778979.0519,[LOC_00078],15850
LOC,259256.3651,778614.3198,[LOC_00079],15851
LOC,258934.7868,778229.8763,[LOC_00080],15852
LOC,256787.241,777736.8358,[LOC_00081],15853
LOC,260082.6475,784190.9539,[LOC_00082],15854
LOC,259816.7885,784434.9281,[LOC_00083],15855
LOC,260420.9502,779069.7292,[LOC_00084],15856
LOC,259931.7319,779108.7387,[LOC_00085],15857
LOC,260272.6178,780893.9599,[LOC_00086],15858
LOC,260822.5799,781079.8797,[LOC_00087],15859
LOC,256586.1938,779771.4982,[LOC_00088],15860
LOC,256791.4815,780078.8835,[LOC_00089],15861
LOC,253315.5221,777143.2868,[LOC_00090],15862
LOC,259624.7488,780594.076,[LOC_00091],15863
LOC,261548.4697,782649.49,[LOC_00092],15864
LOC,256629.5333,778739.4144,[LOC_00093],15865
LOC,260705.8334,775224.4399,[LOC_00094],15866
LOC,260703.5234,774854.2999,[LOC_00095],15867
LOC,255410.7437,777736.8071,[LOC_00096],15868
LOC,260515.0217,775874.7248,[LOC_00097],15869
LOC,254973.6697,780527.9661,[LOC_00098],15870
LOC,260391.5196,775214.127,[LOC_00099],15871
LOC,260210.1291,775456.6403,[LOC_00100],15872
LOC,255161.1021,779279.7791,[LOC_00101],15873
LOC,255410.6399,779620.5159,[LOC_00102],15874
LOC,255848.0922,779389.3287,[LOC_00103],15875
LOC,259882.1571,784235.2234,[LOC_00104],15876
LOC,259337.7913,782648.2611,[LOC_00105],15877
LOC,253934.2126,785806.1531,[LOC_00106],15878
LOC,254470.1444,785743.0387,[LOC_00107],15879
LOC,260592.9104,784412.2044,[LOC_00108],15880
LOC,260595.9415,784213.6922,[LOC_00109],15881
LOC,260105.7844,775834.0286,[LOC_00110],15882
LOC,260346.9745,775540.1969,[LOC_00111],15883
LOC,256079.3778,784945.6836,[LOC_00112],15884
LOC,261215.5562,784459.5998,[LOC_00113],15885
LOC,254955.9909,775513.5883,[LOC_00114],15886
LOC,256236.3334,778564.8451,[LOC_00115],15887
LOC,253260.9034,778575.9422,[LOC_00116],15888
LOC,253368.2222,778409.2605,[LOC_00117],15889
LOC,259456.7227,778094.3533,[LOC_00118],15890
LOC,259294.6853,778119.7126,[LOC_00119],15891
LOC,253403.0134,779483.6709,[LOC_00120],15892
LOC,253537.3381,779395.6147,[LOC_00121],15893
LOC,253440.1933,780443.2916,[LOC_00122],15894
LOC,253648.2915,780348.3366,[LOC_00123],15895
LOC,254442.2317,776580.6805,[LOC_00124],15896
LOC,256487.3724,781616.2263,[LOC_00125],15897
LOC,256083.3216,774905.8389,[LOC_00126],15898
LOC,256114.2383,774692.6832,[LOC_00127],15899
LOC,256331.7661,780229.7223,[LOC_00128],15900
LOC,258426.7796,775641.5382,[LOC_00129],15901
LOC,255811.5646,780278.8303,[LOC_00130],15902
LOC,257746.2274,776346.6159,[LOC_00131],15903
LOC,258008.694,776306.6558,[LOC_00132],15904
LOC,257331.7639,782044.3856,[LOC_00133],15905
LOC,260791.1676,775031.3687,[LOC_00134],15906
LOC,259310.0074,776753.092,[LOC_00135],15907
LOC,257615.0439,775460.5417,[LOC_00136],15908
LOC,257430.2938,783107.392,[LOC_00137],15909
LOC,257931.9682,783423.7551,[LOC_00138],15910
LOC,257914.5205,777221.1737,[LOC_00139],15911
LOC,256954.6593,780149.418,[LOC_00140],15912
LOC,255193.0679,781646.2799,[LOC_00141],15913
LOC,255289.0018,781382.6894,[LOC_00142],15914
LOC,255000.9578,780275.6772,[LOC_00143],15915
LOC,253190.9572,784736.4625,[LOC_00144],15916
LOC,253308.9447,784369.8462,[LOC_00145],15917
LOC,259180.4326,774848.5022,[LOC_00146],15918
LOC,254672.4569,781824.9343,[LOC_00147],15919
LOC,253268.6928,775736.3798,[LOC_00148],15920
LOC,256287.4887,779348.6706,[LOC_00149],15921
LOC,256672.5436,780493.436,[LOC_00150],15922
LOC,255909.2582,781920.6728,[LOC_00151],15923
LOC,255386.0029,781840.204,[LOC_00152],15924
LOC,255838.028,781507.7628,[LOC_00153],15925
LOC,255133.9013,778606.3281,[LOC_00154],15926
LOC,259105.9887,777471.6499,[LOC_00155],15927
LOC,259375.0361,777459.1007,[LOC_00156],15928
LOC,253400.9195,784612.4206,[LOC_00157],15929
LOC,253863.9953,777431.2716,[LOC_00158],15930
LOC,261143.9641,782761.6814,[LOC_00159],15931
LOC,255912.8778,784368.7068,[LOC_00160],15932
LOC,255764.2826,784035.3177,[LOC_00161],15933
LOC,258160.239,784099.9846,[LOC_00162],15934
LOC,258536.0839,784153.0676,[LOC_00163],15935
LOC,253349.4358,782311.1694,[LOC_00164],15936
LOC,253875.6316,782375.4409,[LOC_00165],15937
LOC,260887.9659,784013.0303,[LOC_00166],15938
LOC,260779.2348,784277.504,[LOC_00167],15939
LOC,259630.8945,777072.507,[LOC_00168],15940
LOC,259515.1849,776671.1241,[LOC_00169],15941
LOC,255787.091,785154.1973,[LOC_00170],15942
LOC,259492.3067,782798.1738,[LOC_00171],15943
LOC,259267.2466,782895.9396,[LOC_00172],15944
LOC,254405.778,776813.4415,[LOC_00173],15945
LOC,259386.8763,781755.5498,[LOC_00174],15946
LOC,259828.591,781516.5783,[LOC_00175],15947
LOC,256815.9067,782839.6162,[LOC_00176],15948
LOC,261346.9449,778903.6072,[LOC_00177],15949
LOC,261509.8882,778599.9927,[LOC_00178],15950
LOC,255737.4595,780484.704,[LOC_00179],15951
LOC,257084.7093,778022.5334,[LOC_00180],15952
LOC,261170.2247,775151.8109,[LOC_00181],15953
LOC,259085.4835,776377.4124,[LOC_00182],15954
LOC,258715.6106,777686.3786,[LOC_00183],15955
LOC,255644.3896,778397.1689,[LOC_00184],15956
LOC,255838.4106,778607.1058,[LOC_00185],15957
LOC,261295.5187,783080.2062,[LOC_00186],15958
LOC,256357.9383,785297.2489,[LOC_00187],15959
LOC,255795.6723,784707.299,[LOC_00188],15960
LOC,260274.2338,781060.5121,[LOC_00189],15961
LOC,257549.7336,778429.9862,[LOC_00190],15962
LOC,259736.7766,783227.4877,[LOC_00191],15963
LOC,253846.3563,781568.6824,[LOC_00192],15964
LOC,253958.4412,781256.9608,[LOC_00193],15965
LOC,254865.8922,777253.9379,[LOC_00194],15966
LOC,254901.7454,777060.995,[LOC_00195],15967
LOC,253956.4544,776760.1521,[LOC_00196],15968
LOC,255623.1623,774971.6346,[LOC_00197],15969
LOC,256436.241,780033.0125,[LOC_00198],15970
LOC,255314.5075,775134.1173,[LOC_00199],15971
LOC,256342.7615,780848.2622,[LOC_00200],15972
LOC,254744.3956,782242.9023,[LOC_00201],15973
LOC,260497.2954,784672.9162,[LOC_00202],15974
LOC,256447.6369,777989.4117,[LOC_00203],15975
LOC,254844.1621,785024.8148,[LOC_00204],15976
LOC,254660.3418,785291.9556,[LOC_00205],15977
LOC,257802.6313,776507.3715,[LOC_00206],15978
LOC,255946.6926,778726.4136,[LOC_00207],15979
LOC,258063.8419,778598.1397,[LOC_00208],15980
LOC,259551.3073,775671.6563,[LOC_00209],15981
LOC,259859.8941,776046.5159,[LOC_00210],15982
LOC,257453.5317,775271.009,[LOC_00211],15983
LOC,256715.8411,776146.3598,[LOC_00212],15984
LOC,259301.5322,784577.3137,[LOC_00213],15985
LOC,259073.6877,784241.4503,[LOC_00214],15986
LOC,256547.3361,784311.2351,[LOC_00215],15987
LOC,256304.4313,784223.8129,[LOC_00216],15988
LOC,257717.1759,774926.319,[LOC_00217],15989
LOC,255303.2835,782479.8146,[LOC_00218],15990
LOC,255596.0226,782793.888,[LOC_00219],15991
LOC,258527.6276,783012.1172,[LOC_00220],15992
LOC,256589.2863,781060.9686,[LOC_00221],15993
LOC,256811.3303,781068.4981,[LOC_00222],15994
LOC,258101.6239,782622.1679,[LOC_00223],15995
LOC,259038.1285,784736.9657,[LOC_00224],15996
LOC,253970.7372,775380.4549,[LOC_00225],15997
LOC,254099.7133,775862.5247,[LOC_00226],15998
LOC,257104.6124,783821.2021,[LOC_00227],15999
LOC,257244.7254,783642.6195,[LOC_00228],16000
LOC,260486.0398,776760.0728,[LOC_00229],16001
LOC,256219.0614,775011.3624,[LOC_00230],16002
LOC,253695.4572,782463.9683,[LOC_00231],16003
LOC,253746.9711,782681.4431,[LOC_00232],16004
LOC,260956.3095,776967.6955,[LOC_00233],16005
LOC,253443.7397,775167.7847,[LOC_00234],16006
LOC,253521.2305,775379.4467,[LOC_00235],16007
LOC,256483.9014,781372.5752,[LOC_00236],16008
LOC,256963.4129,781590.7814,[LOC_00237],16009
LOC,257932.9351,784829.1223,[LOC_00238],16010
LOC,258606.3555,778688.6977,[LOC_00239],16011
LOC,258907.1226,778452.4726,[LOC_00240],16012
LOC,260294.6285,774923.8553,[LOC_00241],16013
LOC,260122.857,774923.4376,[LOC_00242],16014
LOC,254961.7533,783678.3022,[LOC_00243],16015
LOC,254538.0368,783857.9091,[LOC_00244],16016
LOC,253494.5521,778168.6707,[LOC_00245],16017
LOC,253623.3647,778329.1704,[LOC_00246],16018
LOC,255743.6446,779142.4374,[LOC_00247],16019
LOC,259961.3567,783092.7936,[LOC_00248],16020
LOC,259539.1685,783062.3038,[LOC_00249],16021
LOC,256564.3977,779341.8449,[LOC_00250],16022
LOC,256046.9474,778955.6962,[LOC_00251],16023
LOC,255451.7159,785460.8964,[LOC_00252],16024
LOC,255985.6243,785665.0917,[LOC_00253],16025
LOC,255877.9114,780875.2203,[LOC_00254],16026
LOC,258464.472,784912.4904,[LOC_00255],16027
LOC,258281.8692,784644.7046,[LOC_00256],16028
LOC,256040.1204,779285.4073,[LOC_00257],16029
LOC,257427.6932,775568.4428,[LOC_00258],16030
LOC,253403.7501,777544.1623,[LOC_00259],16031
LOC,253622.8602,777686.9211,[LOC_00260],16032
LOC,258892.487,779146.9962,[LOC_00261],16033
LOC,259099.1882,778863.9382,[LOC_00262],16034
LOC,258222.1463,777858.4696,[LOC_00263],16035
LOC,256557.462,780771.2686,[LOC_00264],16036
LOC,254542.9371,783695.5113,[LOC_00265],16037
LOC,260427.0778,778215.1956,[LOC_00266],16038
LOC,254941.2269,782474.5943,[LOC_00267],16039
LOC,254266.3352,785640.0972,[LOC_00268],16040
LOC,261537.1674,782312.2445,[LOC_00269],16041
LOC,260924.9796,782167.8692,[LOC_00270],16042
LOC,258508.9558,775930.8088,[LOC_00271],16043
LOC,258818.0501,775666.3604,[LOC_00272],16044
LOC,253405.6134,781284.9074,[LOC_00273],16045
LOC,260222.7118,785204.8189,[LOC_00274],16046
LOC,260355.2888,785478.0261,[LOC_00275],16047
LOC,256364.3022,778181.4228,[LOC_00276],16048
LOC,258174.4182,783473.4448,[LOC_00277],16049
LOC,255777.4168,775851.3607,[LOC_00278],16050
LOC,255876.9194,776004.982,[LOC_00279],16051
LOC,256868.9095,776333.3737,[LOC_00280],16052
LOC,256073.2919,779699.4206,[LOC_00281],16053
LOC,256306.8761,775217.8566,[LOC_00282],16054
LOC,259993.4038,777599.821,[LOC_00283],16055
LOC,260518.5255,777506.0156,[LOC_00284],16056
LOC,255606.0931,780315.7931,[LOC_00285],16057
LOC,259774.8611,780185.3516,[LOC_00286],16058
LOC,259875.3978,779961.3014,[LOC_00287],16059
LOC,254350.3955,780765.997,[LOC_00288],16060
LOC,254033.9313,780416.4278,[LOC_00289],16061
LOC,256602.1081,781758.4249,[LOC_00290],16062
LOC,255830.517,783766.6487,[LOC_00291],16063
LOC,256587.8806,785004.4204,[LOC_00292],16064
LOC,259386.4621,777712.8684,[LOC_00293],16065
LOC,257201.6459,784753.9792,[LOC_00294],16066
LOC,257505.2418,785006.9309,[LOC_00295],16067
LOC,260861.6334,785525.0308,[LOC_00296],16068
LOC,260952.9758,785941.7277,[LOC_00297],16069
LOC,257357.6458,784462.0857,[LOC_00298],16070
LOC,257208.4996,784281.4978,[LOC_00299],16071
LOC,260446.8644,780494.4913,[LOC_00300],16072
LOC,260631.6595,780048.2901,[LOC_00301],16073
LOC,256648.5928,775070.5091,[LOC_00302],16074
LOC,258568.7675,778859.0633,[LOC_00303],16075
LOC,259648.8744,776302.6391,[LOC_00304],16076
LOC,257542.2649,779364.0292,[LOC_00305],16077
LOC,259663.3749,779784.787,[LOC_00306],16078
LOC,259368.925,779846.1532,[LOC_00307],16079
LOC,255648.2904,781686.7838,[LOC_00308],16080
LOC,256089.0053,781735.6174,[LOC_00309],16081
LOC,258321.8908,777054.3963,[LOC_00310],16082
LOC,258445.8258,776703.6137,[LOC_00311],16083
LOC,256440.6882,779461.1976,[LOC_00312],16084
LOC,258676.3839,776133.1108,[LOC_00313],16085
LOC,255094.0573,779726.2812,[LOC_00314],16086
LOC,254313.1565,775426.2496,[LOC_00315],16087
LOC,257496.1672,777746.7535,[LOC_00316],16088
LOC,256897.3441,785369.2394,[LOC_00317],16089
LOC,254459.3647,778651.7684,[LOC_00318],16090
LOC,256581.3961,785411.1893,[LOC_00319],16091
LOC,259409.5273,775027.7026,[LOC_00320],16092
LOC,259368.1115,775473.0473,[LOC_00321],16093
LOC,258927.1812,779459.0893,[LOC_00322],16094
LOC,259165.2114,779744.1867,[LOC_00323],16095
LOC,255570.9709,781954.7052,[LOC_00324],16096
LOC,255849.0829,774991.9561,[LOC_00325],16097
LOC,253414.3574,776739.0219,[LOC_00326],16098
LOC,259923.0564,777951.7369,[LOC_00327],16099
LOC,258886.6059,785608.0369,[LOC_00328],16100
LOC,258830.0222,785424.0686,[LOC_00329],16101
LOC,256661.6615,779623.8512,[LOC_00330],16102
LOC,254669.3907,779911.0457,[LOC_00331],16103
LOC,259597.6431,783488.7857,[LOC_00332],16104
LOC,259153.5962,783743.3604,[LOC_00333],16105
LOC,257969.697,784480.0496,[LOC_00334],16106
LOC,256686.5018,775858.364,[LOC_00335],16107
LOC,256880.6951,775436.2536,[LOC_00336],16108
LOC,257224.183,784997.5047,[LOC_00337],16109
LOC,257062.3353,785162.2138,[LOC_00338],16110
LOC,255402.4306,782908.3947,[LOC_00339],16111
